Neuron Name	Soma_Surface_total_sum	N_stems_total_sum	
38-8-3.CNG.swc	1054.09	7.0	
14-3-1.CNG.swc	1310.75	7.0	
32-2-1.CNG.swc	1138.23	9.0	
47-2-8.CNG.swc	645.88	7.0	
156-2-13b.CNG.swc	3359.52	7.0	
19-1-1.CNG.swc	892.98	6.0	
145-1-1.CNG.swc	2099.19	7.0	
11-3-6.CNG.swc	2159.23	5.0	
14-3-7.CNG.swc	1040.54	6.0	
124-1-10.CNG.swc	1250.33	8.0	
24-2-3.CNG.swc	991.26	8.0	
46-5-2.CNG.swc	1298.17	9.0	
96-3-6.CNG.swc	968.68	6.0	
35-1-8.CNG.swc	1260.76	6.0	
48-1-7.CNG.swc	1159.2	5.0	
124-3-5.CNG.swc	1564.71	5.0	
30-2-2.CNG.swc	1248.33	4.0	
32-1-1.CNG.swc	1068.18	6.0	
47-3-10.CNG.swc	1151.71	4.0	
93-1-5.CNG.swc	1782.21	5.0	
52-8-9.CNG.swc	1162.8	6.0	
52-6-8.CNG.swc	1209.45	7.0	
14-5-3.CNG.swc	2288.21	9.0	
92-2-5.CNG.swc	1055.33	5.0	
51-5-8.CNG.swc	1162.74	8.0	
16-9-6.CNG.swc	497.23	7.0	
62-4-8.CNG.swc	1338.55	11.0	
1-8-9.CNG.swc	1733.92	5.0	
11-5-7.CNG.swc	1824.55	6.0	
62-1-4.CNG.swc	1119.44	8.0	
68-4-3.CNG.swc	1677.63	6.0	
123-2-3.CNG.swc	1683.52	5.0	
62-3-2.CNG.swc	1070.44	4.0	
96-1-1.CNG.swc	1093.74	7.0	
94-2a-5.CNG.swc	927.41	8.0	
28-2-3.CNG.swc	783.28	5.0	
37-7-9.CNG.swc	1413.51	7.0	
149-2-1.CNG.swc	974.64	5.0	
14-5-1.CNG.swc	985.1	5.0	
32-2-6.CNG.swc	2209.08	6.0	
94-1a-5.CNG.swc	903.65	5.0	
19-2-7.CNG.swc	514.06	7.0	
10-1A-8.CNG.swc	1506.66	7.0	
37-9-2.CNG.swc	683.03	6.0	
32-2-5.CNG.swc	1342.29	7.0	
149-1-8.CNG.swc	1771.45	5.0	
47-5-4.CNG.swc	996.61	6.0	
10-8B-10.CNG.swc	1933.34	6.0	
142-1-10.CNG.swc	1665.25	9.0	
9-1-1.CNG.swc	728.74	5.0	
38-6-2.CNG.swc	470.1	6.0	
16-8-8.CNG.swc	978.83	9.0	
1-5-9.CNG.swc	1193.81	6.0	
47-1-9.CNG.swc	854.35	5.0	
14-8-3.CNG.swc	904.69	6.0	
145-1-2.CNG.swc	1569.2	6.0	
51-1-5.CNG.swc	646.87	5.0	
149-3-9.CNG.swc	850.99	4.0	
52-5-9.CNG.swc	1133.8	9.0	
46-9-8.CNG.swc	1027.85	6.0	
146-2-5.CNG.swc	1470.97	6.0	
18-2-3.CNG.swc	1072.81	6.0	
93-2-5.CNG.swc	1933.25	4.0	
14-7-3.CNG.swc	1024.53	7.0	
96-2-8.CNG.swc	1014.55	8.0	
121-2-7.CNG.swc	931.71	6.0	
6-1-10.CNG.swc	849.97	5.0	
47-2-6.CNG.swc	907.16	7.0	
11-5-2.CNG.swc	2065.46	6.0	
47-1-8.CNG.swc	1136.42	5.0	
14-5-8.CNG.swc	611.48	5.0	
16-3-9.CNG.swc	785.61	4.0	
140-3-3.CNG.swc	1097.06	5.0	
52-4-2.CNG.swc	1141.38	5.0	
14-6-5.CNG.swc	1190.95	7.0	
11-5-9.CNG.swc	1476.7	5.0	
51-1-10.CNG.swc	694.18	8.0	
38-9-7.CNG.swc	690.03	5.0	
52-5-10.CNG.swc	1161.81	6.0	
46-4-3.CNG.swc	833.67	6.0	
147-2-5.CNG.swc	1746.04	9.0	
96-1-5.CNG.swc	1628.58	7.0	
13-1-9.CNG.swc	1160.97	8.0	
10-2-9.CNG.swc	668.14	5.0	
93-2-10.CNG.swc	1225.66	7.0	
138-2-7.CNG.swc	805.57	7.0	
22-2-2.CNG.swc	847.4	5.0	
1-11-3.CNG.swc	1722.72	7.0	
46-5-1.CNG.swc	1315.97	6.0	
51-2-6.CNG.swc	987.84	4.0	
10-5-6.CNG.swc	1740.77	7.0	
62-1-3.CNG.swc	1124.58	5.0	
27-1-3.CNG.swc	994.7	5.0	
143-1-10.CNG.swc	1658.61	7.0	
156-1-2a.CNG.swc	2451.5	6.0	
37-9-4.CNG.swc	826.03	5.0	
39-1-1.CNG.swc	603.83	5.0	
156-2-15b.CNG.swc	2317.82	9.0	
62-4-4.CNG.swc	1685.04	6.0	
27-2-8.CNG.swc	1524.7	9.0	
13-1-8.CNG.swc	692.8	7.0	
14-3-4.CNG.swc	1084.98	6.0	
138-3-9.CNG.swc	1423.52	7.0	
51-6-3.CNG.swc	1308.6	9.0	
37-9-8.CNG.swc	578.49	5.0	
30-2-8.CNG.swc	762.73	6.0	
16-9-2.CNG.swc	711.59	6.0	
51-8-6.CNG.swc	512.58	7.0	
96-1-4.CNG.swc	1403.13	6.0	
156-2-17.CNG.swc	1726.15	8.0	
47-7-2.CNG.swc	1020.04	6.0	
45-2-6.CNG.swc	1120.86	6.0	
16-6-2.CNG.swc	1603.01	7.0	
93-3-3.CNG.swc	1025.85	6.0	
94-2a-1.CNG.swc	2497.58	6.0	
138-1-8.CNG.swc	1373.95	9.0	
149-3-3.CNG.swc	1364.37	7.0	
1-10-10.CNG.swc	1339.36	4.0	
10-4-8.CNG.swc	1080.97	4.0	
10-5-10.CNG.swc	2057.23	7.0	
14-4-9.CNG.swc	794.35	7.0	
1-12-9.CNG.swc	1576.65	6.0	
22-2-7.CNG.swc	1016.87	6.0	
51-4-8.CNG.swc	2016.93	6.0	
16-6-8.CNG.swc	682.59	7.0	
130-3-3.CNG.swc	2752.07	7.0	
47-4-9.CNG.swc	833.51	5.0	
51-1-3.CNG.swc	836.89	7.0	
16-6-4.CNG.swc	581.23	7.0	
51-2-1.CNG.swc	474.39	5.0	
1-9-7.CNG.swc	1318.81	6.0	
10-6A-8.CNG.swc	1705.17	7.0	
18-2-2.CNG.swc	1637.36	9.0	
32-1-5.CNG.swc	595.68	5.0	
145-2-6.CNG.swc	1324.22	9.0	
52-5-2.CNG.swc	1270.43	7.0	
62-4-2.CNG.swc	2099.01	12.0	
147-3-10.CNG.swc	868.48	5.0	
121-3-9.CNG.swc	1576.79	6.0	
140-2-6.CNG.swc	997.68	5.0	
48-2-8.CNG.swc	1473.76	6.0	
52-5-3.CNG.swc	1384.41	8.0	
22-1-10.CNG.swc	912.92	5.0	
39-1-9.CNG.swc	613.83	5.0	
156-2-12k.CNG.swc	2664.18	5.0	
19-2-8.CNG.swc	603.68	5.0	
14-3-2.CNG.swc	670.8	7.0	
141-1-10.CNG.swc	2280.92	4.0	
46-7-4.CNG.swc	968.65	5.0	
38-9-5.CNG.swc	1069.52	6.0	
142-3-9.CNG.swc	1727.43	7.0	
1-9-1.CNG.swc	1504.46	4.0	
1-9-3.CNG.swc	1304.95	6.0	
14-4-7.CNG.swc	1664.85	9.0	
31-2-1.CNG.swc	1650.45	6.0	
35-2-7.CNG.swc	2378.63	7.0	
10-6A-6.CNG.swc	827.41	8.0	
132-2-4.CNG.swc	1215.24	4.0	
68-4-9.CNG.swc	2929.9	12.0	
51-8-8.CNG.swc	930.66	7.0	
10-9-1.CNG.swc	976.6	6.0	
16-7-8.CNG.swc	747.0	6.0	
52-1-8.CNG.swc	694.56	7.0	
92-1-9.CNG.swc	1140.23	5.0	
46-9-5.CNG.swc	1214.18	5.0	
38-6-10.CNG.swc	896.37	5.0	
16-2-1.CNG.swc	1095.93	5.0	
124-1-4.CNG.swc	0.0	5.0	
94-1a-2.CNG.swc	919.82	6.0	
27-2-6.CNG.swc	855.21	8.0	
1-12-2.CNG.swc	1143.14	5.0	
126-3-7.CNG.swc	1250.4	6.0	
10-7-6.CNG.swc	1085.69	5.0	
1-9-4.CNG.swc	1315.08	6.0	
62-1-6.CNG.swc	1458.77	7.0	
132-3-1.CNG.swc	1974.45	7.0	
35-2-5.CNG.swc	1713.76	6.0	
6-2-4.CNG.swc	616.75	6.0	
95-1-1.CNG.swc	1281.75	5.0	
38-3-6.CNG.swc	1090.1	7.0	
47-6-1.CNG.swc	914.16	7.0	
130-3-8.CNG.swc	2644.93	6.0	
11-8-2.CNG.swc	1194.75	6.0	
141-2-6.CNG.swc	1130.6	6.0	
126-1-1.CNG.swc	1216.66	7.0	
30-2-9.CNG.swc	1665.93	8.0	
46-4-5.CNG.swc	742.3	6.0	
123-3-8.CNG.swc	2322.41	6.0	
8-2-2.CNG.swc	1298.17	6.0	
30-1-3.CNG.swc	679.27	6.0	
146-1-7.CNG.swc	954.82	6.0	
10-1A-3.CNG.swc	1036.23	7.0	
45-1-5.CNG.swc	948.29	7.0	
16-5-7.CNG.swc	673.19	7.0	
38-3-9.CNG.swc	1104.17	5.0	
11-9-6.CNG.swc	632.58	5.0	
147-3-4.CNG.swc	1301.61	5.0	
38-3-1.CNG.swc	1296.17	7.0	
138-3-2.CNG.swc	1434.37	7.0	
149-2-2.CNG.swc	2806.07	6.0	
149-2-8.CNG.swc	1968.63	7.0	
51-8-9.CNG.swc	806.94	5.0	
95-2-9.CNG.swc	745.23	4.0	
68-1-7.CNG.swc	1294.42	11.0	
8-2-9.CNG.swc	1682.36	8.0	
47-9-3.CNG.swc	651.34	4.0	
10-6A-1.CNG.swc	1238.67	6.0	
16-3-5.CNG.swc	669.0	8.0	
30-2-6.CNG.swc	874.47	6.0	
47-8-9.CNG.swc	983.27	5.0	
142-3-1.CNG.swc	1461.07	6.0	
46-2-3.CNG.swc	1238.72	7.0	
14-1-6.CNG.swc	1222.88	5.0	
45-2-1.CNG.swc	1403.8	5.0	
38-5-6.CNG.swc	1182.77	6.0	
92-2-4.CNG.swc	873.99	5.0	
16-3-6.CNG.swc	726.96	7.0	
46-2-9.CNG.swc	1235.32	2.0	
35-1-3.CNG.swc	537.38	6.0	
147-1-4.CNG.swc	1014.85	6.0	
38-4-6.CNG.swc	659.81	6.0	
94-1a-10.CNG.swc	1213.04	6.0	
11-6-4.CNG.swc	1039.53	4.0	
11-3-3.CNG.swc	2368.94	7.0	
10-5-7.CNG.swc	1087.07	6.0	
38-2-7.CNG.swc	936.12	5.0	
156-2-19.CNG.swc	1484.13	8.0	
11-5-10.CNG.swc	1767.94	7.0	
10-5-5A.CNG.swc	1745.3	6.0	
96-1-10.CNG.swc	1316.5	6.0	
156-2-2.CNG.swc	1800.86	5.0	
8-2-5.CNG.swc	2248.04	8.0	
10-2-8.CNG.swc	1018.42	5.0	
51-6-2.CNG.swc	879.64	7.0	
10-5-1.CNG.swc	904.86	8.0	
16-6-6.CNG.swc	841.34	8.0	
142-2-8.CNG.swc	827.47	5.0	
126-1-5.CNG.swc	1449.58	7.0	
52-7-1.CNG.swc	1264.49	6.0	
47-9-5.CNG.swc	681.94	5.0	
94-3-3.CNG.swc	959.17	7.0	
51-2-7.CNG.swc	1733.19	6.0	
30-2-3.CNG.swc	804.08	6.0	
14-4-1.CNG.swc	832.49	7.0	
39-2-10.CNG.swc	705.34	6.0	
16-1-9.CNG.swc	1362.95	6.0	
149-1-9.CNG.swc	1627.86	6.0	
38-9-9.CNG.swc	1290.41	4.0	
28-1-10.CNG.swc	796.15	4.0	
37-7-5.CNG.swc	1018.11	7.0	
51-5-1.CNG.swc	920.91	8.0	
6-1-2.CNG.swc	479.36	5.0	
156-2-14b.CNG.swc	1098.35	5.0	
45-1-1.CNG.swc	1271.6	5.0	
46-2-6.CNG.swc	758.73	8.0	
62-1-7.CNG.swc	1650.5	5.0	
47-8-8.CNG.swc	1254.08	6.0	
45-1-3.CNG.swc	765.6	6.0	
149-3-1.CNG.swc	1614.16	7.0	
94-1a-4.CNG.swc	839.55	5.0	
11-7-9.CNG.swc	777.46	5.0	
46-5-8.CNG.swc	1565.83	5.0	
93-1-8.CNG.swc	1123.49	6.0	
143-1-8.CNG.swc	966.67	6.0	
32-1-6.CNG.swc	670.49	6.0	
130-1-3.CNG.swc	1905.77	7.0	
123-1-5.CNG.swc	1197.02	7.0	
10-7-8.CNG.swc	855.42	5.0	
14-5-9.CNG.swc	2256.37	11.0	
123-3-10.CNG.swc	1900.05	7.0	
38-7-8.CNG.swc	821.57	7.0	
11-6-8.CNG.swc	1562.92	4.0	
9-1-3.CNG.swc	680.78	6.0	
121-1-5.CNG.swc	1122.16	7.0	
47-4-6.CNG.swc	1200.82	6.0	
140-3-6.CNG.swc	1080.0	7.0	
28-1-6.CNG.swc	898.42	7.0	
123-1-10.CNG.swc	1362.67	6.0	
51-7-6.CNG.swc	486.27	6.0	
156-1-7k.CNG.swc	8331.23	6.0	
30-1-1.CNG.swc	574.47	5.0	
10-4-3A.CNG.swc	882.97	6.0	
62-3-9.CNG.swc	916.38	8.0	
31-1-10.CNG.swc	684.17	5.0	
46-4-2.CNG.swc	1160.43	7.0	
14-3-10.CNG.swc	1351.22	6.0	
14-8-6.CNG.swc	1206.8	7.0	
140-3-7.CNG.swc	1562.47	7.0	
16-1-10.CNG.swc	1481.96	7.0	
141-2-7.CNG.swc	1818.75	7.0	
6-2-9.CNG.swc	526.8	6.0	
138-2-5.CNG.swc	760.75	6.0	
94-3a-6.CNG.swc	1501.03	7.0	
47-9-7.CNG.swc	568.96	5.0	
31-1-6.CNG.swc	1406.48	5.0	
51-3-3.CNG.swc	887.71	7.0	
37-7-8.CNG.swc	1264.06	6.0	
16-2-4.CNG.swc	1108.28	4.0	
146-2-7.CNG.swc	1010.87	8.0	
46-5-3.CNG.swc	1200.78	8.0	
124-1-7.CNG.swc	1721.1	6.0	
38-7-9.CNG.swc	1584.82	6.0	
52-7-7.CNG.swc	1181.33	7.0	
147-3-8.CNG.swc	1737.31	5.0	
95-3-3.CNG.swc	1393.06	4.0	
47-3-6.CNG.swc	1583.46	6.0	
147-3-1.CNG.swc	1569.06	10.0	
46-3-7.CNG.swc	1939.49	6.0	
10-9-8.CNG.swc	637.02	5.0	
62-4-7.CNG.swc	2074.46	7.0	
62-1-8.CNG.swc	1043.34	6.0	
156-2-3b.CNG.swc	1537.23	3.0	
38-3-7.CNG.swc	749.53	7.0	
27-2-5.CNG.swc	1294.06	6.0	
145-2-3.CNG.swc	1449.04	5.0	
52-1-9.CNG.swc	903.02	7.0	
138-2-2.CNG.swc	771.36	5.0	
138-1-4.CNG.swc	1213.11	6.0	
145-3-7.CNG.swc	1843.01	5.0	
30-1-4.CNG.swc	623.77	5.0	
22-2-9.CNG.swc	592.23	6.0	
47-7-5.CNG.swc	1743.77	7.0	
8-1-6.CNG.swc	1364.24	7.0	
121-1-4.CNG.swc	1639.03	7.0	
94-3-2.CNG.swc	1090.51	6.0	
10-8B-2.CNG.swc	1544.19	7.0	
51-5-6.CNG.swc	889.89	5.0	
121-2-8.CNG.swc	1364.5	7.0	
31-1-5.CNG.swc	928.59	7.0	
147-2-10.CNG.swc	1711.12	8.0	
32-2-2.CNG.swc	1056.91	7.0	
38-6-5.CNG.swc	828.89	5.0	
22-1-2.CNG.swc	652.55	6.0	
146-3-1.CNG.swc	1228.43	6.0	
130-2-5.CNG.swc	2197.91	5.0	
95-1-5.CNG.swc	1091.51	6.0	
51-3-4.CNG.swc	945.98	7.0	
123-3-1.CNG.swc	1706.87	9.0	
47-1-3.CNG.swc	904.42	4.0	
39-2-9.CNG.swc	667.88	5.0	
1-5-7.CNG.swc	726.68	6.0	
11-7-10.CNG.swc	1062.71	5.0	
143-3-5.CNG.swc	936.76	6.0	
37-7-2.CNG.swc	1131.73	6.0	
11-7-2.CNG.swc	1378.68	5.0	
6-1-9.CNG.swc	1422.05	6.0	
68-2-10.CNG.swc	1160.51	7.0	
38-2-5.CNG.swc	564.82	6.0	
52-5-8.CNG.swc	1023.32	8.0	
123-2-2.CNG.swc	1541.25	9.0	
38-2-10.CNG.swc	796.58	6.0	
10-6A-9.CNG.swc	1817.26	7.0	
68-2-9.CNG.swc	1331.88	6.0	
47-7-1.CNG.swc	1270.41	8.0	
27-1-2.CNG.swc	837.88	8.0	
138-3-6.CNG.swc	1527.23	8.0	
147-3-2.CNG.swc	1212.02	5.0	
132-3-3.CNG.swc	1305.33	7.0	
138-3-5.CNG.swc	1452.55	6.0	
1-8-7.CNG.swc	1194.3	4.0	
38-6-3.CNG.swc	1124.44	7.0	
141-3-7.CNG.swc	1487.47	5.0	
46-6-4.CNG.swc	879.39	6.0	
68-2-1.CNG.swc	1161.46	9.0	
94-1a-8.CNG.swc	1265.94	6.0	
146-2-10.CNG.swc	1063.83	5.0	
46-8-3.CNG.swc	1099.77	7.0	
13-1-2.CNG.swc	869.57	6.0	
45-2-4.CNG.swc	1314.05	7.0	
11-6-2.CNG.swc	1585.91	10.0	
14-7-2.CNG.swc	1233.89	7.0	
156-1-9.CNG.swc	1671.0	7.0	
96-1-9.CNG.swc	1448.09	10.0	
140-1-4.CNG.swc	1410.71	6.0	
14-3-9.CNG.swc	867.12	6.0	
14-4-10.CNG.swc	1121.03	9.0	
95-3-10.CNG.swc	736.41	7.0	
146-3-8.CNG.swc	1310.2	6.0	
123-2-6.CNG.swc	1718.46	7.0	
47-3-3.CNG.swc	949.78	4.0	
11-2-3.CNG.swc	1116.27	4.0	
39-2-1.CNG.swc	612.16	8.0	
96-3-9.CNG.swc	733.5	7.0	
39-2-7.CNG.swc	769.59	6.0	
126-3-8.CNG.swc	1842.26	10.0	
11-5-1.CNG.swc	1160.41	6.0	
38-1-3.CNG.swc	1375.22	6.0	
10-3-10.CNG.swc	1457.7	8.0	
1-7-9.CNG.swc	1046.35	4.0	
68-2-5.CNG.swc	1016.94	7.0	
8-2-7.CNG.swc	1205.71	6.0	
52-7-8.CNG.swc	1278.57	6.0	
156-2-8.CNG.swc	1946.91	5.0	
11-1-10.CNG.swc	1416.17	5.0	
155-1-4k.CNG.swc	1576.65	4.0	
1-11-8.CNG.swc	2182.82	6.0	
16-9-7.CNG.swc	880.33	5.0	
121-2-2.CNG.swc	843.78	6.0	
14-9-10.CNG.swc	879.49	5.0	
142-2-9.CNG.swc	1017.89	6.0	
16-6-1.CNG.swc	543.4	8.0	
11-4-4.CNG.swc	1015.72	4.0	
46-6-8.CNG.swc	917.6	5.0	
126-3-5.CNG.swc	1913.05	7.0	
48-1-9.CNG.swc	929.6	4.0	
31-2-9.CNG.swc	1577.83	2.0	
132-2-7.CNG.swc	1749.0	6.0	
46-8-8.CNG.swc	1246.36	5.0	
46-5-4.CNG.swc	1325.33	5.0	
126-2-7.CNG.swc	1472.33	6.0	
141-3-3.CNG.swc	1546.96	9.0	
145-3-6.CNG.swc	1541.39	5.0	
142-1-7.CNG.swc	1102.41	4.0	
9-1-6.CNG.swc	1075.34	4.0	
14-8-9.CNG.swc	823.49	8.0	
38-1-5.CNG.swc	1319.2	4.0	
62-2-1.CNG.swc	651.91	5.0	
46-2-1.CNG.swc	711.09	6.0	
37-7-3.CNG.swc	1669.39	7.0	
14-3-8.CNG.swc	1264.25	5.0	
51-4-2.CNG.swc	633.42	5.0	
95-1-8.CNG.swc	1291.92	5.0	
126-2-2.CNG.swc	1261.28	5.0	
138-3-8.CNG.swc	1506.25	7.0	
14-8-8.CNG.swc	1452.07	7.0	
138-1-9.CNG.swc	1158.34	6.0	
126-1-10.CNG.swc	1673.07	6.0	
1-5-4.CNG.swc	0.0	6.0	
92-2-6.CNG.swc	1251.73	5.0	
1-13-8.CNG.swc	1532.5	5.0	
1-13-6.CNG.swc	1389.36	6.0	
147-2-8.CNG.swc	1898.19	6.0	
52-6-9.CNG.swc	1322.51	8.0	
11-7-7.CNG.swc	926.89	6.0	
124-3-2.CNG.swc	656.68	7.0	
47-8-3.CNG.swc	930.38	5.0	
51-1-9.CNG.swc	781.13	8.0	
1-8-2.CNG.swc	886.07	5.0	
18-2-10.CNG.swc	1600.64	8.0	
51-1-6.CNG.swc	572.36	5.0	
14-9-9.CNG.swc	605.48	5.0	
52-6-6.CNG.swc	1091.76	6.0	
93-3-6.CNG.swc	1206.57	8.0	
19-2-4.CNG.swc	629.28	4.0	
16-7-10.CNG.swc	577.45	5.0	
46-9-4.CNG.swc	1149.4	5.0	
138-3-7.CNG.swc	1384.21	6.0	
1-2-2.CNG.swc	1223.99	9.0	
24-2-6.CNG.swc	1057.66	5.0	
145-2-7.CNG.swc	1545.15	6.0	
46-6-7.CNG.swc	1062.69	2.0	
138-2-3.CNG.swc	1163.13	5.0	
156-1-7.CNG.swc	2156.73	6.0	
52-3-7.CNG.swc	1069.68	6.0	
27-1-8.CNG.swc	1173.66	9.0	
121-2-10.CNG.swc	1204.59	6.0	
9-2-7.CNG.swc	1098.88	5.0	
155-1-18k.CNG.swc	1746.04	4.0	
11-5-4.CNG.swc	1246.35	6.0	
1-13-10.CNG.swc	2026.76	6.0	
37-7-1.CNG.swc	1066.72	7.0	
156-2-11k.CNG.swc	5650.83	4.0	
24-1-8.CNG.swc	802.53	5.0	
46-9-7.CNG.swc	650.76	6.0	
95-2-5.CNG.swc	1113.44	5.0	
126-3-10.CNG.swc	1549.75	11.0	
38-6-6.CNG.swc	715.37	5.0	
95-1-9.CNG.swc	1620.15	5.0	
156-1-1.CNG.swc	1351.47	4.0	
1-5-5.CNG.swc	985.57	6.0	
46-2-10.CNG.swc	948.03	8.0	
143-2-7.CNG.swc	1648.81	5.0	
35-1-7.CNG.swc	1012.5	6.0	
142-1-5.CNG.swc	1205.97	6.0	
9-2-3.CNG.swc	980.08	6.0	
51-7-4.CNG.swc	488.43	6.0	
48-1-10.CNG.swc	990.23	6.0	
47-4-10.CNG.swc	1074.14	7.0	
143-1-3.CNG.swc	1522.25	6.0	
96-1-7.CNG.swc	1286.45	5.0	
46-2-7.CNG.swc	609.78	5.0	
143-1-7.CNG.swc	853.98	4.0	
47-5-10.CNG.swc	994.53	7.0	
35-2-4.CNG.swc	1194.15	8.0	
142-2-2.CNG.swc	0.0	6.0	
124-2-6.CNG.swc	757.05	5.0	
16-8-5.CNG.swc	1020.54	7.0	
1-5-3.CNG.swc	843.12	7.0	
51-2-3.CNG.swc	588.65	6.0	
1-2-7.CNG.swc	1445.26	7.0	
143-2-9.CNG.swc	2169.76	4.0	
68-3-10.CNG.swc	1604.11	10.0	
92-1-10.CNG.swc	1014.32	7.0	
14-8-2.CNG.swc	1084.71	8.0	
62-3-4.CNG.swc	1085.77	5.0	
149-1-5.CNG.swc	1540.0	7.0	
28-1-3.CNG.swc	1086.64	5.0	
126-2-8.CNG.swc	1413.11	8.0	
46-4-6.CNG.swc	1053.16	4.0	
156-1-4.CNG.swc	1673.74	6.0	
11-1-9.CNG.swc	4109.33	5.0	
156-2-8k.CNG.swc	2767.1	6.0	
14-7-9.CNG.swc	1437.22	9.0	
46-5-9.CNG.swc	1202.28	5.0	
143-2-3.CNG.swc	1785.95	5.0	
11-1-8.CNG.swc	850.44	5.0	
46-8-10.CNG.swc	1452.28	6.0	
47-7-7.CNG.swc	1003.4	4.0	
92-3-6.CNG.swc	1137.47	6.0	
96-3-4.CNG.swc	1730.08	10.0	
48-2-9.CNG.swc	878.44	7.0	
51-4-9.CNG.swc	785.52	5.0	
132-1-3.CNG.swc	1561.35	5.0	
47-6-10.CNG.swc	884.51	5.0	
95-3-5.CNG.swc	1592.45	6.0	
94-3-1.CNG.swc	687.19	6.0	
155-1-2a.CNG.swc	1673.66	7.0	
27-2-1.CNG.swc	717.41	12.0	
14-1-3.CNG.swc	1025.72	5.0	
93-2-9.CNG.swc	1578.06	5.0	
38-5-9.CNG.swc	1387.63	4.0	
31-2-6.CNG.swc	880.58	6.0	
62-1-1.CNG.swc	1367.73	2.0	
68-1-3.CNG.swc	1325.06	13.0	
16-1-4.CNG.swc	1182.54	9.0	
46-6-5.CNG.swc	1132.53	5.0	
16-2-6.CNG.swc	1216.53	7.0	
46-7-1.CNG.swc	1310.15	9.0	
46-4-8.CNG.swc	1096.22	6.0	
123-1-3.CNG.swc	999.63	7.0	
24-2-8.CNG.swc	1432.31	5.0	
51-3-8.CNG.swc	1183.32	5.0	
10-5-2.CNG.swc	1386.88	5.0	
28-1-4.CNG.swc	1473.69	6.0	
93-3-7.CNG.swc	1618.87	7.0	
38-9-2.CNG.swc	668.02	5.0	
11-8-8.CNG.swc	2075.07	7.0	
30-1-7.CNG.swc	517.2	5.0	
46-9-9.CNG.swc	754.18	5.0	
8-1-9.CNG.swc	1524.35	9.0	
46-5-5.CNG.swc	1947.46	6.0	
11-8-4.CNG.swc	1163.22	5.0	
156-2-14.CNG.swc	2285.82	10.0	
143-2-8.CNG.swc	1833.9	6.0	
8-1-8.CNG.swc	1004.07	5.0	
16-1-1.CNG.swc	1101.02	6.0	
48-2-4.CNG.swc	1052.36	6.0	
11-6-9.CNG.swc	1193.11	5.0	
22-2-1.CNG.swc	789.15	7.0	
46-6-1.CNG.swc	1228.99	6.0	
28-2-5.CNG.swc	785.16	5.0	
24-1-5.CNG.swc	656.92	5.0	
10-9-4.CNG.swc	797.28	6.0	
121-3-5.CNG.swc	1378.55	8.0	
47-4-7.CNG.swc	648.07	5.0	
156-2-18.CNG.swc	1725.71	6.0	
14-7-7.CNG.swc	1381.56	8.0	
62-2-10.CNG.swc	1178.24	6.0	
93-2-2.CNG.swc	1853.53	7.0	
156-1-10.CNG.swc	1305.05	7.0	
16-8-3.CNG.swc	933.62	6.0	
16-6-5.CNG.swc	1096.54	6.0	
95-3-1.CNG.swc	719.58	6.0	
156-2-16.CNG.swc	1943.8	5.0	
138-2-10.CNG.swc	1113.58	6.0	
18-2-7.CNG.swc	1161.57	5.0	
52-4-6.CNG.swc	807.08	7.0	
38-8-10.CNG.swc	1202.84	6.0	
62-4-3.CNG.swc	1639.13	7.0	
121-1-7.CNG.swc	1192.16	7.0	
38-3-5.CNG.swc	1452.6	6.0	
143-1-4.CNG.swc	1573.28	6.0	
149-1-1.CNG.swc	2102.77	8.0	
140-1-8.CNG.swc	1064.85	6.0	
31-2-2.CNG.swc	1666.54	8.0	
92-2-1.CNG.swc	878.73	5.0	
149-1-2.CNG.swc	1664.67	9.0	
38-2-2.CNG.swc	642.77	6.0	
143-3-7.CNG.swc	1287.33	7.0	
141-3-1.CNG.swc	2134.73	6.0	
142-1-8.CNG.swc	1668.87	5.0	
51-4-7.CNG.swc	1386.89	6.0	
11-8-1.CNG.swc	1335.61	8.0	
121-1-3.CNG.swc	1088.78	5.0	
94-3a-9.CNG.swc	1664.82	6.0	
52-3-8.CNG.swc	952.49	7.0	
141-3-9.CNG.swc	1637.31	5.0	
13-1-4.CNG.swc	787.29	7.0	
46-4-4.CNG.swc	745.14	6.0	
47-8-2.CNG.swc	1060.02	6.0	
140-2-9.CNG.swc	1251.46	7.0	
52-1-1.CNG.swc	749.37	7.0	
11-8-6.CNG.swc	960.96	5.0	
16-3-1.CNG.swc	674.4	7.0	
123-3-2.CNG.swc	1499.93	6.0	
52-7-10.CNG.swc	1437.2	7.0	
48-2-3.CNG.swc	1422.65	6.0	
156-1-12.CNG.swc	1492.64	6.0	
146-1-10.CNG.swc	954.82	6.0	
132-2-5.CNG.swc	1167.6	5.0	
124-1-6.CNG.swc	2065.55	5.0	
145-2-8.CNG.swc	1626.29	5.0	
142-2-6.CNG.swc	963.36	6.0	
155-1-3a.CNG.swc	1963.85	5.0	
18-1-3.CNG.swc	621.11	6.0	
68-3-8.CNG.swc	1612.93	8.0	
156-2-10a.CNG.swc	1547.82	5.0	
24-1-4.CNG.swc	875.91	6.0	
149-3-2.CNG.swc	1397.16	8.0	
14-1-7.CNG.swc	820.51	5.0	
28-1-5.CNG.swc	844.07	6.0	
28-1-7.CNG.swc	869.86	5.0	
141-2-1.CNG.swc	806.16	5.0	
93-1-6.CNG.swc	1122.42	6.0	
38-6-4.CNG.swc	970.72	5.0	
